379949805896074|10|31|1235
379949805903524|09|34|8834
379949805946218|08|35|1400
379949805645372|04|27|9943
379949805345601|01|33|2815
379949805041358|05|28|7580
379949805432961|08|26|2869
379949805502938|01|24|9560
379949805742583|06|27|1098
379949805905362|11|34|9504
379949805608354|06|35|5852
379949805624930|05|32|6947
379949805023968|05|33|1556
379949805204865|02|32|6044
379949805895027|04|35|6947
379949805941607|09|33|5805
379949805634590|05|31|9442
379949805738425|01|25|4616
379949805932564|05|30|5350
379949805801439|07|29|7835
379949805826345|05|30|9230
379949805327815|10|34|2876
379949805984102|04|28|5291
379949805174605|07|26|4736
379949805450179|02|26|4853
379949805705143|12|25|9824
379949805482156|06|31|1774
379949805048791|11|32|4316
379949805243715|01|27|1117
379949805472983|07|32|6332
379949805495810|11|31|3476
379949805958213|06|32|8330
379949805680973|11|33|3818
379949805721546|09|31|5021
379949805069573|09|35|1005
379949805042695|05|29|6424
379949805657401|08|33|7726
379949805617280|07|33|1113
379949805450963|02|26|9605
379949805085694|07|24|8480
379949805023471|10|33|2160
379949805195436|12|26|8782
379949805109734|02|31|9793
379949805245371|01|35|2873
379949805439867|05|25|6448
379949805180594|05|24|8719
379949805684397|10|32|6425
379949805279560|03|32|7790
379949805245017|08|35|5824
379949805501427|03|30|7321
379949805278604|12|30|5501
379949805560142|01|27|6881
379949805753028|07|29|2602
379949805102796|04|25|8069
379949805185247|08|27|6640
379949805548907|07|32|5448
379949805180792|08|33|9877
379949805613982|04|35|4491
379949805914026|06|35|5886
379949805678043|05|30|7869
379949805549806|09|30|9246
379949805471068|01|28|7420
379949805327518|01|24|1307
379949805815967|04|24|5488
379949805573210|03|29|6433
379949805541902|11|28|2706
379949805173508|03|33|9917
379949805638047|03|29|1642
379949805705234|03|32|1303
379949805325496|08|25|8553
379949805253417|12|25|3809
379949805285047|09|31|6623
379949805264109|10|31|5402
379949805865129|07|31|7436
379949805695203|06|29|8661
379949805825347|02|24|7672
379949805532976|11|34|3725
379949805659324|07|27|5416
379949805640357|06|32|7869
379949805369528|02|31|7876
379949805285419|05|25|9449
379949805140895|03|32|8541
379949805280634|05|29|3026
379949805286490|04|27|7329
379949805693158|09|27|9823
379949805106524|06|31|2006
379949805876043|12|33|1943
379949805891075|04|35|9626
379949805290781|05|28|7881
379949805089472|11|26|5562
379949805574382|07|32|8507
379949805530962|08|33|3928
379949805036721|03|26|5658
379949805231975|05|32|7255
379949805984573|01|27|5625
379949805685204|05|24|6924
379949805435089|08|25|7069
379949805425908|11|27|4948
379949805847309|03|27|1716
379949805153849|11|30|9017
379949805725398|05|30|2201
379949805487502|12|28|6574
379949805534782|04|31|8620
379949805362804|05|31|1084
379949805291805|01|33|9641
379949805514370|07|31|7392
379949805295186|10|34|9401
379949805024651|07|27|1552
379949805461093|04|27|1745
379949805874592|10|35|5487
379949805615094|08|24|3044
379949805049328|09|30|9663
379949805136547|02|29|2221
379949805480671|07|25|7752
379949805429637|02|28|4577
379949805456937|01|35|5532
379949805293470|11|27|6588
379949805529147|04|32|8873
379949805541209|03|29|4382
379949805493260|01|31|2900
379949805241503|03|30|3805
379949805106953|05|28|2992
379949805936052|07|33|2354
379949805528719|12|35|9337
379949805501237|07|35|5775
379949805569317|02|29|3852
379949805450237|01|28|2015
379949805062438|03|25|7878
379949805873594|01|24|2042
379949805891364|09|28|3809
379949805561827|02|33|2147
379949805209856|12|25|7744
379949805396257|11|35|1058
379949805380954|10|34|9929
379949805679835|09|25|9183
379949805213064|08|24|6635
379949805569408|07|34|8024
379949805032514|10|31|3094
379949805469328|03|25|9026
379949805627891|01|31|4495
379949805347029|02|27|8005
379949805460871|01|24|2548
379949805786309|06|32|5578
379949805063527|02|30|5242
379949805921567|11|24|8807
379949805506731|07|29|9340
379949805567204|10|29|2668
379949805364750|04|32|5785
379949805602951|10|26|2987
379949805905214|05|27|7406
379949805169738|06|32|8872
379949805182350|04|26|8903
379949805408912|05|27|9149
379949805946218|03|35|3094
379949805637015|12|30|1687
379949805850741|11|30|8825
379949805264935|03|32|1537
379949805189470|10|29|6139
379949805385714|06|27|5256
379949805274389|06|27|2660
379949805208379|10|28|5248
379949805174506|07|27|3602
379949805587012|02|26|2713
379949805097624|12|31|2048
379949805537249|11|32|8575
379949805907624|08|26|2244
379949805248037|08|29|1896
379949805280675|05|24|8803
379949805647089|10|26|3092
379949805658409|02|24|3804
379949805573269|08|31|2384
379949805673218|05|27|6852
379949805672095|06|28|2277
379949805083459|12|27|3637
379949805036895|07|31|3103
379949805172054|12|31|8664
379949805523074|10|27|4352
379949805017283|07|34|3677
379949805410983|02|27|3885
379949805503126|04|35|8892
379949805305829|02|33|5528
379949805520179|07|24|1113
379949805374502|10|27|2638
379949805285013|09|29|5437
379949805654812|08|27|1869
379949805481620|03|29|2700
379949805451029|12|30|6921
379949805027985|10|25|2795
379949805159473|07|31|3627
379949805371904|01|35|9590
379949805840361|12|25|7073
379949805542710|12|30|3121
379949805438976|01|26|4426
379949805317980|01|26|2149
379949805129765|09|26|3118
379949805316057|03|24|6705
379949805681435|01|28|7485
379949805921807|04|33|5320
379949805631075|09|33|6522
379949805613479|01|29|3374
379949805591824|12|26|8479
379949805827301|10|26|8412
379949805481620|01|32|7739
379949805091486|07|26|4755
379949805704625|02|34|4003
379949805905321|04|30|4166
379949805832574|04|27|6659
379949805276491|07|32|7423
379949805795086|06|25|1407
379949805798130|06|30|2358
379949805549780|03|27|4761
379949805174506|08|35|9977
379949805325967|03|31|3885
379949805942381|08|24|3648
379949805901254|12|27|4307
379949805263481|12|27|4279
379949805470136|05|33|8491
379949805809432|04|27|4976
379949805897502|11|32|7815
379949805382679|04|24|6715
379949805265841|03|25|6121
379949805417590|09|31|2088
379949805493518|12|32|6396
379949805473189|10|24|3512
379949805403285|07|32|9337
379949805103679|06|28|1262
379949805536407|11|29|3698
379949805953248|08|27|8357
379949805830594|02|34|8529
379949805361905|11|35|7286
379949805019768|05|27|3544
379949805781425|05|33|8998
379949805103786|11|26|5483
379949805803724|11|33|8850
379949805976504|12|29|3468
379949805580637|12|34|4862
379949805583961|12|24|6152
379949805179463|06|31|8269
379949805368124|09|31|4872
379949805964278|07|31|2090
379949805395721|09|34|2233
379949805562734|06|30|1135
379949805760528|11|24|5345
379949805173409|10|31|4368
379949805907582|07|26|6913
379949805612398|12|25|7865
379949805589703|07|31|5216
379949805209385|10|31|9368
379949805859643|08|32|5468
379949805587491|02|29|3775
379949805812360|09|32|6884
379949805709541|07|33|7254
379949805340867|05|31|2977
379949805964021|09|27|8974
379949805187052|10|25|9982
379949805715803|01|24|4256
379949805213957|09|32|6100
379949805350486|06|30|6938
379949805691285|07|31|6528
379949805547263|11|34|8640
379949805842953|10|34|1768
379949805324150|10|29|7060
379949805263408|01|27|3635
379949805812360|06|25|6393
379949805720183|01|33|6862
379949805154680|04|31|1021
379949805098762|11|31|8784
379949805183754|09|32|4896
379949805462513|01|28|1325
379949805891257|09|35|2299
379949805974285|08|30|4671
379949805439826|01|34|4591
379949805493567|10|35|9304
379949805421683|07|31|8493
379949805864239|03|31|9124
379949805841963|09|26|8527
379949805276814|09|29|6873
379949805731958|09|30|9034
379949805473189|07|27|2014
379949805146579|02|25|5420
379949805283794|02|35|9922
379949805750248|09|28|4052
379949805786135|11|28|8777
379949805360279|05|28|4090
379949805756021|08|25|5751
379949805271369|08|31|8717
379949805839561|10|29|4952
379949805124683|02|29|6090
379949805897460|12|31|7378
379949805618395|02|28|9062
379949805127603|08|27|3656
379949805786945|08|32|2512
379949805043917|09|33|5762
379949805302974|08|28|3524
379949805701258|02|29|6576
379949805386241|06|25|6257
379949805398576|10|29|1260
379949805840239|10|35|9629
379949805098317|04|32|7639
379949805268530|08|35|5163
379949805863215|01|28|8359
379949805306512|11|27|5976
379949805352748|02|26|3456
379949805308724|02|25|1030
379949805709384|06|29|9449
379949805185734|12|28|7477
379949805073641|10|31|9871
379949805904316|09|24|8149
379949805168573|08|30|1223
379949805473528|06|28|3343
379949805901528|11|32|4767
379949805421063|03|33|3052
379949805953206|10|34|7500
379949805275493|08|30|1011
379949805839652|12|33|3424
379949805701639|07|25|4293
379949805796514|08|31|4572
379949805465912|11|33|4288
379949805372548|06|34|4177
379949805285039|07|32|9504
379949805215697|07|27|3388
379949805195832|10|33|3228
379949805917862|01|28|6024
379949805017283|10|35|6192
379949805724839|08|32|2250
379949805261543|09|31|8982
379949805704591|01|27|2506
379949805046951|12|24|6284
379949805938165|03|35|6218
379949805931574|04|27|6680
379949805210698|09|25|9892
379949805749521|05|33|3447
379949805618247|03|25|5232
379949805576312|06|29|7057
379949805847150|09|26|8086
379949805560894|02|33|1835
379949805160984|03|32|1076
379949805743029|05|32|8665
379949805935401|07|30|2089
379949805132470|01|31|9723
379949805076958|07|27|2604
379949805501278|11|25|6724
379949805415768|11|30|6550
379949805619708|05|27|1911
379949805184570|02|29|1711
379949805762458|09|33|6739
379949805708642|07|29|2349
379949805827350|02|30|2383
379949805357614|01|24|5860
379949805620573|08|24|5035
379949805725190|04|30|2783
379949805327864|09|25|3678
379949805725968|12|26|2535
379949805865723|12|30|5609
379949805501872|12|25|1046
379949805849735|11|31|4619
379949805091874|03|25|4328
379949805958460|08|30|1761
379949805483691|02|26|1646
379949805491306|10|31|2707
379949805197234|11|32|5649
379949805742815|07|27|9594
379949805608347|03|33|1107
379949805259406|10|33|9454
379949805749281|12|24|4965
379949805301679|11|25|6688
379949805379840|09|28|1396
379949805503928|03|32|1919
379949805482719|03|29|2817
379949805654390|08|33|1952
379949805053916|01|26|9282
379949805574630|09|27|2177
379949805057362|07|27|6592
379949805563401|06|28|3503
379949805869105|08|31|9326
379949805521490|04|32|8222
379949805843076|12|33|4676
379949805953206|07|27|1871
379949805452738|07|35|3399
379949805852317|08|26|5192
379949805925436|01|35|8196
379949805793081|10|33|5411
379949805153427|12|27|7144
379949805105278|02|30|8462
379949805281095|01|33|1109
379949805472819|01|30|5466
379949805026193|08|34|2987
379949805205714|12|29|5942
379949805405678|09|26|7458
379949805057248|08|27|3983
379949805820496|03|25|5508
379949805865103|06|32|4542
379949805473601|08|35|7618
